[2016-01-06 11:56:19,293] Autoscaler health stat event receiver thread started
[2016-01-06 13:08:13,834] Running instances cleanup event sender rule: [partition] rubis-partition [network-partition] south-east-asia
[2016-01-06 13:08:13,835] [instance-cleanup-check] [network-partition] south-east-asia [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain Pending termination member count: 0
[2016-01-06 13:08:56,422] A cluster monitor is not found in autoscaler context [cluster] rubis.mysql.mysql.domain
[2016-01-06 13:08:56,481] A cluster monitor is not found in autoscaler context [cluster] rubis.mysql.mysql.domain
[2016-01-06 13:08:56,494] A cluster monitor is not found in autoscaler context [cluster] rubis.mysql.mysql.domain
[2016-01-06 13:09:01,748] A cluster monitor is not found in autoscaler context [cluster] rubis.php.php.domain
[2016-01-06 13:09:02,083] A cluster monitor is not found in autoscaler context [cluster] rubis.php.php.domain
[2016-01-06 13:09:02,141] A cluster monitor is not found in autoscaler context [cluster] rubis.php.php.domain
[2016-01-06 13:09:02,143] A cluster monitor is not found in autoscaler context [cluster] rubis.php.php.domain
[2016-01-06 13:09:43,828] Running minimum rule: [network-partition] south-east-asia [cluster-instance] rubis-phponly-2
[2016-01-06 13:09:43,829] [min-check] [network-partition] south-east-asia [cluster-instance] rubis-phponly-2 [cluster] rubis-phponly.php.php3.domain Non terminated member count: 9
[2016-01-06 13:09:43,829] [min-check] [network-partition] south-east-asia [cluster-instance] rubis-phponly-2 [cluster] rubis-phponly.php.php3.domain Minimum member count: 1
[2016-01-06 13:09:43,829] Running max rule: [network-partition] south-east-asia [cluster-instance] rubis-phponly-2
[2016-01-06 13:09:43,829] [max-check] [network-partition] south-east-asia [cluster-instance] rubis-phponly-2 [cluster] rubis-phponly.php.php3.domain [partition] rubis-partition Activated member count: 8 Max member count 10
[2016-01-06 13:09:43,830] Running scale up rule: [network-partition] south-east-asia [cluster] rubis-phponly.php.php3.domain
[2016-01-06 13:09:43,830] [scaling] [network-partition] south-east-asia [cluster] rubis-phponly.php.php3.domain Algorithm name: one-after-another
[2016-01-06 13:09:43,830] HealthStatProc la rubis-phponly.php.php3.domain rubis-phponly-2 136.71428 -1.0386869 0.020654576 107.5773641734671
[2016-01-06 13:09:43,831] HealthStatProc mc rubis-phponly.php.php3.domain rubis-phponly-2 19.89643 -0.059596784 0.0014997413 15.402740160624186
[2016-01-06 13:09:43,831] HealthStatProc rif rubis-phponly.php.php3.domain rubis-phponly-2 0.0 0.0 0.0 0.0
[2016-01-06 13:09:43,831] HealthStatProc count rubis-phponly.php.php3.domain rubis-phponly-2 8
[2016-01-06 13:09:43,831] [scaling] [cluster] rubis-phponly.php.php3.domain RIF Resetted?: true
[2016-01-06 13:09:43,831] [scaling] [cluster] rubis-phponly.php.php3.domain RIF predicted value: 0.0
[2016-01-06 13:09:43,832] [scaling] [cluster] rubis-phponly.php.php3.domain RIF threshold: 100.0
[2016-01-06 13:09:43,832] [scaling] [cluster] rubis-phponly.php.php3.domain MC predicted value: 15.402740160624186
[2016-01-06 13:09:43,832] [scaling] [cluster] rubis-phponly.php.php3.domain MC threshold: 80.0
[2016-01-06 13:09:43,832] [scaling] [cluster] rubis-phponly.php.php3.domain LA predicted value: 107.5773641734671
[2016-01-06 13:09:43,832] [scaling] [cluster] rubis-phponly.php.php3.domain LA threshold: 80.0
[2016-01-06 13:09:43,832] [scaling] [cluster] rubis-phponly.php.php3.domain Scale-up action: false
[2016-01-06 13:09:43,832] [scaling] [cluster] rubis-phponly.php.php3.domain Scale-down action: true
[2016-01-06 13:09:43,832] Running obsolete instances rule: [partition] rubis-partition [network-partition] south-east-asia [cluster] rubis-phponly.php.php3.domain
[2016-01-06 13:09:43,833] [obsolete-check] [network-partition] south-east-asia [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain Obsolete member count: 0
[2016-01-06 13:09:43,833] Running instances cleanup event sender rule: [partition] rubis-partition [network-partition] south-east-asia
[2016-01-06 13:09:43,833] HealthStatProc member rubis-phponly.php.php3.domain rubis-phponly.php.php3.domain6082dfdc-d272-4470-b696-cdc8ec76c18f 1452083533839 21.25 -0.35490096 0.0066498052 24.125 0.031053834 0.0
[2016-01-06 13:09:43,833] [instance-cleanup-check] [network-partition] south-east-asia [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain Pending termination member count: 0
[2016-01-06 13:09:43,833] HealthStatProc member rubis-phponly.php.php3.domain rubis-phponly.php.php3.domain719a9859-f929-4a9d-bcbf-d83c2b3474c5 1452084793843 792.75 14.447611 -1.3702906 26.75 -0.24731159 0.0
[2016-01-06 13:09:43,833] HealthStatProc member rubis-phponly.php.php3.domain rubis-phponly.php.php3.domain561bb4ae-bf3c-4e53-a269-eff6915904b2 1452085063846 29.75 0.22192632 -0.04211118 30.025 0.08654743 0.0
[2016-01-06 13:09:43,833] HealthStatProc member rubis-phponly.php.php3.domain rubis-phponly.php.php3.domain5d1b45a7-c9d4-4539-8427-94ce32d8a91a 1452085333933 21.5 -0.022192633 -0.017730022 14.825 -0.0066577895 0.0
[2016-01-06 13:09:43,834] HealthStatProc member rubis-phponly.php.php3.domain rubis-phponly.php.php3.domain5ebac66a-5cd0-4abf-a768-48ea48515271 1452085333888 28.0 0.04440596 1.4775871E-7 15.0 -0.002220298 0.0
[2016-01-06 13:09:43,834] HealthStatProc member rubis-phponly.php.php3.domain rubis-phponly.php.php3.domain051644d6-6ae1-44d0-a32d-67cb0c2988ce 1452085333851 52.75 -0.5301173 0.011000569 16.05 0.01990622 0.0
[2016-01-06 13:09:43,834] HealthStatProc member rubis-phponly.php.php3.domain rubis-phponly.php.php3.domain3d61ba4f-528a-415a-bb57-b8db0c397674 1452085334007 9.25 -0.15534498 0.0022162343 11.975 -0.006657642 0.0
[2016-01-06 13:09:43,834] HealthStatProc member rubis-phponly.php.php3.domain rubis-phponly.php.php3.domain0110858d-f02f-48f3-b86b-270fcf786a06 1452085333970 0.0 0.0 0.0 0.0 0.0 0.0
[2016-01-06 13:09:43,834] [scaling] Number of required instances based on stats: 2 [active instances count] 8 [network-partition] south-east-asia [cluster] rubis-phponly.php.php3.domain
[2016-01-06 13:09:43,834] [scale-down] Decided to Scale down [cluster] rubis-phponly.php.php3.domain
[2016-01-06 13:09:43,835] [scale-down] Reached scale down requests threshold [cluster] rubis-phponly.php.php3.domain Count 3
[2016-01-06 13:09:43,835] [scale-down] Partition available to scale down  [application id] rubis-phponly [cluster] rubis-phponly.php.php3.domain [instance id] rubis-phponly-2 [network-partition] south-east-asia [partition] rubis-partition scaledown due to RIF: true [rifPredictedValue] 0.0 [rifThreshold] 100.0 scaledown due to MC: true [mcPredictedValue] 15.402740160624186 [mcThreshold] 80.0 scaledown due to LA: false [laPredictedValue] 107.5773641734671 [laThreshold] 80.0
[2016-01-06 13:09:43,835] [scale-down]  [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain051644d6-6ae1-44d0-a32d-67cb0c2988ce Load average: [average] 52.750000 [second-derivative] 0.011001 [gradient] -0.530117
[2016-01-06 13:09:43,835] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain051644d6-6ae1-44d0-a32d-67cb0c2988ce Memory consumption: [average] 16.049999 [second-derivative] 0.000000 [gradient] 0.019906
[2016-01-06 13:09:43,835] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain051644d6-6ae1-44d0-a32d-67cb0c2988ce Predicted CPU: 52.225383249577135
[2016-01-06 13:09:43,836] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain051644d6-6ae1-44d0-a32d-67cb0c2988ce Predicted memory consumption: 16.06990623474121
[2016-01-06 13:09:43,836] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain051644d6-6ae1-44d0-a32d-67cb0c2988ce Overall load: 34.14764474215917
[2016-01-06 13:09:43,836] [scale-down]  [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain3d61ba4f-528a-415a-bb57-b8db0c397674 Load average: [average] 9.250000 [second-derivative] 0.002216 [gradient] -0.155345
[2016-01-06 13:09:43,836] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain3d61ba4f-528a-415a-bb57-b8db0c397674 Memory consumption: [average] 11.975000 [second-derivative] 0.000000 [gradient] -0.006658
[2016-01-06 13:09:43,836] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain3d61ba4f-528a-415a-bb57-b8db0c397674 Predicted CPU: 9.095763154095039
[2016-01-06 13:09:43,837] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain3d61ba4f-528a-415a-bb57-b8db0c397674 Predicted memory consumption: 11.968342781066895
[2016-01-06 13:09:43,837] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain3d61ba4f-528a-415a-bb57-b8db0c397674 Overall load: 10.532052967580967
[2016-01-06 13:09:43,837] [scale-down]  [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain5d1b45a7-c9d4-4539-8427-94ce32d8a91a Load average: [average] 21.500000 [second-derivative] -0.017730 [gradient] -0.022193
[2016-01-06 13:09:43,837] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain5d1b45a7-c9d4-4539-8427-94ce32d8a91a Memory consumption: [average] 14.825000 [second-derivative] 0.000000 [gradient] -0.006658
[2016-01-06 13:09:43,837] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain5d1b45a7-c9d4-4539-8427-94ce32d8a91a Predicted CPU: 21.46894298773259
[2016-01-06 13:09:43,837] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain5d1b45a7-c9d4-4539-8427-94ce32d8a91a Predicted memory consumption: 14.818342208862305
[2016-01-06 13:09:43,838] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain5d1b45a7-c9d4-4539-8427-94ce32d8a91a Overall load: 18.143642598297447
[2016-01-06 13:09:43,838] [scale-down]  [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain5ebac66a-5cd0-4abf-a768-48ea48515271 Load average: [average] 28.000000 [second-derivative] 0.000000 [gradient] 0.044406
[2016-01-06 13:09:43,838] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain5ebac66a-5cd0-4abf-a768-48ea48515271 Memory consumption: [average] 15.000000 [second-derivative] 0.000000 [gradient] -0.002220
[2016-01-06 13:09:43,838] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain5ebac66a-5cd0-4abf-a768-48ea48515271 Predicted CPU: 28.044406964748497
[2016-01-06 13:09:43,838] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain5ebac66a-5cd0-4abf-a768-48ea48515271 Predicted memory consumption: 14.997779846191406
[2016-01-06 13:09:43,838] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain5ebac66a-5cd0-4abf-a768-48ea48515271 Overall load: 21.52109340546995
[2016-01-06 13:09:43,839] [scale-down]  [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domainaefeace5-d203-4b79-b5ee-6a99c2330b0b Load average: [average] 0.000000 [second-derivative] 0.000000 [gradient] 0.000000
[2016-01-06 13:09:43,839] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domainaefeace5-d203-4b79-b5ee-6a99c2330b0b Memory consumption: [average] 0.000000 [second-derivative] 0.000000 [gradient] 0.000000
[2016-01-06 13:09:43,839] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domainaefeace5-d203-4b79-b5ee-6a99c2330b0b Predicted CPU: 0.0
[2016-01-06 13:09:43,839] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domainaefeace5-d203-4b79-b5ee-6a99c2330b0b Predicted memory consumption: 0.0
[2016-01-06 13:09:43,839] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domainaefeace5-d203-4b79-b5ee-6a99c2330b0b Overall load: 0.0
[2016-01-06 13:09:43,840] [scale-down]  [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain561bb4ae-bf3c-4e53-a269-eff6915904b2 Load average: [average] 29.750000 [second-derivative] -0.042111 [gradient] 0.221926
[2016-01-06 13:09:43,840] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain561bb4ae-bf3c-4e53-a269-eff6915904b2 Memory consumption: [average] 30.025000 [second-derivative] 0.000000 [gradient] 0.086547
[2016-01-06 13:09:43,840] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain561bb4ae-bf3c-4e53-a269-eff6915904b2 Predicted CPU: 29.950870145112276
[2016-01-06 13:09:43,840] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain561bb4ae-bf3c-4e53-a269-eff6915904b2 Predicted memory consumption: 30.111547470092773
[2016-01-06 13:09:43,840] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain561bb4ae-bf3c-4e53-a269-eff6915904b2 Overall load: 30.031208807602525
[2016-01-06 13:09:43,840] [scale-down]  [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain719a9859-f929-4a9d-bcbf-d83c2b3474c5 Load average: [average] 792.750000 [second-derivative] -1.370291 [gradient] 14.447611
[2016-01-06 13:09:43,841] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain719a9859-f929-4a9d-bcbf-d83c2b3474c5 Memory consumption: [average] 26.750000 [second-derivative] 0.000000 [gradient] -0.247312
[2016-01-06 13:09:43,841] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain719a9859-f929-4a9d-bcbf-d83c2b3474c5 Predicted CPU: 806.5124865174294
[2016-01-06 13:09:43,841] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain719a9859-f929-4a9d-bcbf-d83c2b3474c5 Predicted memory consumption: 26.502689361572266
[2016-01-06 13:09:43,841] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain719a9859-f929-4a9d-bcbf-d83c2b3474c5 Overall load: 416.5075879395008
[2016-01-06 13:09:43,841] [scale-down]  [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain6082dfdc-d272-4470-b696-cdc8ec76c18f Load average: [average] 21.250000 [second-derivative] 0.006650 [gradient] -0.354901
[2016-01-06 13:09:43,842] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain6082dfdc-d272-4470-b696-cdc8ec76c18f Memory consumption: [average] 24.125000 [second-derivative] 0.000000 [gradient] 0.031054
[2016-01-06 13:09:43,842] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain6082dfdc-d272-4470-b696-cdc8ec76c18f Predicted CPU: 20.89842454250902
[2016-01-06 13:09:43,842] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain6082dfdc-d272-4470-b696-cdc8ec76c18f Predicted memory consumption: 24.15605354309082
[2016-01-06 13:09:43,842] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain6082dfdc-d272-4470-b696-cdc8ec76c18f Overall load: 22.52723904279992
[2016-01-06 13:09:43,842] [scale-down]  [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain0110858d-f02f-48f3-b86b-270fcf786a06 Load average: [average] 0.000000 [second-derivative] 0.000000 [gradient] 0.000000
[2016-01-06 13:09:43,843] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain0110858d-f02f-48f3-b86b-270fcf786a06 Memory consumption: [average] 0.000000 [second-derivative] 0.000000 [gradient] 0.000000
[2016-01-06 13:09:43,843] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain0110858d-f02f-48f3-b86b-270fcf786a06 Predicted CPU: 0.0
[2016-01-06 13:09:43,843] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain0110858d-f02f-48f3-b86b-270fcf786a06 Predicted memory consumption: 0.0
[2016-01-06 13:09:43,843] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain0110858d-f02f-48f3-b86b-270fcf786a06 Overall load: 0.0
[2016-01-06 13:09:43,843] HealthStatProc - rubis-phponly.php.php3.domain rubis-phponly.php.php3.domainaefeace5-d203-4b79-b5ee-6a99c2330b0b rif mc
[2016-01-06 13:09:43,843] [scale-down] Trying to terminating an instace to scale down!
[2016-01-06 13:09:43,843] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain Member with lowest overall load: rubis-phponly.php.php3.domainaefeace5-d203-4b79-b5ee-6a99c2330b0b
[2016-01-06 13:09:56,422] A cluster monitor is not found in autoscaler context [cluster] rubis.mysql.mysql.domain
[2016-01-06 13:09:56,481] A cluster monitor is not found in autoscaler context [cluster] rubis.mysql.mysql.domain
[2016-01-06 13:09:56,494] A cluster monitor is not found in autoscaler context [cluster] rubis.mysql.mysql.domain
[2016-01-06 13:10:01,748] A cluster monitor is not found in autoscaler context [cluster] rubis.php.php.domain
[2016-01-06 13:10:02,085] A cluster monitor is not found in autoscaler context [cluster] rubis.php.php.domain
[2016-01-06 13:10:02,140] A cluster monitor is not found in autoscaler context [cluster] rubis.php.php.domain
[2016-01-06 13:10:56,422] A cluster monitor is not found in autoscaler context [cluster] rubis.mysql.mysql.domain
[2016-01-06 13:10:56,481] A cluster monitor is not found in autoscaler context [cluster] rubis.mysql.mysql.domain
[2016-01-06 13:10:56,495] A cluster monitor is not found in autoscaler context [cluster] rubis.mysql.mysql.domain
[2016-01-06 13:11:01,748] A cluster monitor is not found in autoscaler context [cluster] rubis.php.php.domain
[2016-01-06 13:11:02,095] A cluster monitor is not found in autoscaler context [cluster] rubis.php.php.domain
[2016-01-06 13:11:02,145] A cluster monitor is not found in autoscaler context [cluster] rubis.php.php.domain
[2016-01-06 13:11:13,829] Running minimum rule: [network-partition] south-east-asia [cluster-instance] rubis-phponly-2
[2016-01-06 13:11:13,829] [min-check] [network-partition] south-east-asia [cluster-instance] rubis-phponly-2 [cluster] rubis-phponly.php.php3.domain Non terminated member count: 8
[2016-01-06 13:11:13,829] [min-check] [network-partition] south-east-asia [cluster-instance] rubis-phponly-2 [cluster] rubis-phponly.php.php3.domain Minimum member count: 1
[2016-01-06 13:11:13,829] Running max rule: [network-partition] south-east-asia [cluster-instance] rubis-phponly-2
[2016-01-06 13:11:13,830] [max-check] [network-partition] south-east-asia [cluster-instance] rubis-phponly-2 [cluster] rubis-phponly.php.php3.domain [partition] rubis-partition Activated member count: 8 Max member count 10
[2016-01-06 13:11:13,830] Running scale up rule: [network-partition] south-east-asia [cluster] rubis-phponly.php.php3.domain
[2016-01-06 13:11:13,830] [scaling] [network-partition] south-east-asia [cluster] rubis-phponly.php.php3.domain Algorithm name: one-after-another
[2016-01-06 13:11:13,831] HealthStatProc la rubis-phponly.php.php3.domain rubis-phponly-2 81.63636 -0.6272037 0.006665656 72.5490683289973
[2016-01-06 13:11:13,831] HealthStatProc mc rubis-phponly.php.php3.domain rubis-phponly-2 18.175758 -0.005085435 4.610121E-4 16.31648317972819
[2016-01-06 13:11:13,831] HealthStatProc rif rubis-phponly.php.php3.domain rubis-phponly-2 0.0 0.0 0.0 0.0
[2016-01-06 13:11:13,831] HealthStatProc count rubis-phponly.php.php3.domain rubis-phponly-2 8
[2016-01-06 13:11:13,832] [scaling] [cluster] rubis-phponly.php.php3.domain RIF Resetted?: true
[2016-01-06 13:11:13,832] [scaling] [cluster] rubis-phponly.php.php3.domain RIF predicted value: 0.0
[2016-01-06 13:11:13,832] [scaling] [cluster] rubis-phponly.php.php3.domain RIF threshold: 100.0
[2016-01-06 13:11:13,832] [scaling] [cluster] rubis-phponly.php.php3.domain MC predicted value: 16.31648317972819
[2016-01-06 13:11:13,832] [scaling] [cluster] rubis-phponly.php.php3.domain MC threshold: 80.0
[2016-01-06 13:11:13,832] [scaling] [cluster] rubis-phponly.php.php3.domain LA predicted value: 72.5490683289973
[2016-01-06 13:11:13,832] [scaling] [cluster] rubis-phponly.php.php3.domain LA threshold: 80.0
[2016-01-06 13:11:13,832] Running obsolete instances rule: [partition] rubis-partition [network-partition] south-east-asia [cluster] rubis-phponly.php.php3.domain
[2016-01-06 13:11:13,833] [scaling] [cluster] rubis-phponly.php.php3.domain Scale-up action: false
[2016-01-06 13:11:13,833] [obsolete-check] [network-partition] south-east-asia [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain Obsolete member count: 1
[2016-01-06 13:11:13,833] [scaling] [cluster] rubis-phponly.php.php3.domain Scale-down action: true
[2016-01-06 13:11:13,833] [obsolete-check] [network-partition] south-east-asia [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain Member id: rubis-phponly.php.php3.domainaefeace5-d203-4b79-b5ee-6a99c2330b0b
[2016-01-06 13:11:13,833] Running instances cleanup event sender rule: [partition] rubis-partition [network-partition] south-east-asia
[2016-01-06 13:11:13,833] [instance-cleanup-check] [network-partition] south-east-asia [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain Pending termination member count: 0
[2016-01-06 13:11:13,834] HealthStatProc member rubis-phponly.php.php3.domain rubis-phponly.php.php3.domain6082dfdc-d272-4470-b696-cdc8ec76c18f 1452083533839 29.5 0.44360653 -0.10185728 25.875 0.12199179 0.0
[2016-01-06 13:11:13,834] HealthStatProc member rubis-phponly.php.php3.domain rubis-phponly.php.php3.domain719a9859-f929-4a9d-bcbf-d83c2b3474c5 1452084793843 477.25 7.024775 -0.23649004 22.025 0.05096614 0.0
[2016-01-06 13:11:13,834] HealthStatProc member rubis-phponly.php.php3.domain rubis-phponly.php.php3.domain561bb4ae-bf3c-4e53-a269-eff6915904b2 1452085063846 26.5 0.9099383 0.097521394 30.3 0.07767766 0.0
[2016-01-06 13:11:13,834] HealthStatProc member rubis-phponly.php.php3.domain rubis-phponly.php.php3.domain5d1b45a7-c9d4-4539-8427-94ce32d8a91a 1452085333933 27.0 0.73235685 0.004430846 14.05 -0.008877053 0.0
[2016-01-06 13:11:13,837] HealthStatProc member rubis-phponly.php.php3.domain rubis-phponly.php.php3.domain5ebac66a-5cd0-4abf-a768-48ea48515271 1452085333888 28.0 0.04440596 -2.357181E-17 14.325 -0.017761989 0.0
[2016-01-06 13:11:13,837] HealthStatProc member rubis-phponly.php.php3.domain rubis-phponly.php.php3.domain051644d6-6ae1-44d0-a32d-67cb0c2988ce 1452085333851 19.0 -0.13284624 3.3681936E-5 15.35 0.028782712 0.0
[2016-01-06 13:11:13,837] HealthStatProc member rubis-phponly.php.php3.domain rubis-phponly.php.php3.domain3d61ba4f-528a-415a-bb57-b8db0c397674 1452085334007 3.5 -0.06657346 4.4256828E-7 12.375 -0.0022191647 0.0
[2016-01-06 13:11:13,838] HealthStatProc member rubis-phponly.php.php3.domain rubis-phponly.php.php3.domain0110858d-f02f-48f3-b86b-270fcf786a06 1452085333970 33.5 -0.15466537 0.017584445 12.3 -0.0022107265 0.0
[2016-01-06 13:11:13,838] [scaling] Number of required instances based on stats: 1 [active instances count] 8 [network-partition] south-east-asia [cluster] rubis-phponly.php.php3.domain
[2016-01-06 13:11:13,838] [scale-down] Decided to Scale down [cluster] rubis-phponly.php.php3.domain
[2016-01-06 13:11:13,838] [scale-down] Reached scale down requests threshold [cluster] rubis-phponly.php.php3.domain Count 3
[2016-01-06 13:11:13,838] [scale-down] Partition available to scale down  [application id] rubis-phponly [cluster] rubis-phponly.php.php3.domain [instance id] rubis-phponly-2 [network-partition] south-east-asia [partition] rubis-partition scaledown due to RIF: true [rifPredictedValue] 0.0 [rifThreshold] 100.0 scaledown due to MC: true [mcPredictedValue] 16.31648317972819 [mcThreshold] 80.0 scaledown due to LA: true [laPredictedValue] 72.5490683289973 [laThreshold] 80.0
[2016-01-06 13:11:13,839] [scale-down]  [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain051644d6-6ae1-44d0-a32d-67cb0c2988ce Load average: [average] 19.000000 [second-derivative] 0.000034 [gradient] -0.132846
[2016-01-06 13:11:13,839] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain051644d6-6ae1-44d0-a32d-67cb0c2988ce Memory consumption: [average] 15.350000 [second-derivative] 0.000000 [gradient] 0.028783
[2016-01-06 13:11:13,839] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain051644d6-6ae1-44d0-a32d-67cb0c2988ce Predicted CPU: 18.867170008692483
[2016-01-06 13:11:13,839] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain051644d6-6ae1-44d0-a32d-67cb0c2988ce Predicted memory consumption: 15.378783226013184
[2016-01-06 13:11:13,840] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain051644d6-6ae1-44d0-a32d-67cb0c2988ce Overall load: 17.122976617352833
[2016-01-06 13:11:13,840] [scale-down]  [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain3d61ba4f-528a-415a-bb57-b8db0c397674 Load average: [average] 3.500000 [second-derivative] 0.000000 [gradient] -0.066573
[2016-01-06 13:11:13,840] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain3d61ba4f-528a-415a-bb57-b8db0c397674 Memory consumption: [average] 12.375000 [second-derivative] 0.000000 [gradient] -0.002219
[2016-01-06 13:11:13,841] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain3d61ba4f-528a-415a-bb57-b8db0c397674 Predicted CPU: 3.4334268398601893
[2016-01-06 13:11:13,841] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain3d61ba4f-528a-415a-bb57-b8db0c397674 Predicted memory consumption: 12.372780799865723
[2016-01-06 13:11:13,841] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain3d61ba4f-528a-415a-bb57-b8db0c397674 Overall load: 7.903103819862956
[2016-01-06 13:11:13,842] [scale-down]  [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain5d1b45a7-c9d4-4539-8427-94ce32d8a91a Load average: [average] 27.000000 [second-derivative] 0.004431 [gradient] 0.732357
