[2016-01-05 02:30:40,479] Autoscaler health stat event receiver thread started
[2016-01-05 02:50:28,095] [scale-down]  [partition] rubis-partition [cluster] rubis.mysql.mysql.domain [member] rubis.mysql.mysql.domainb5988a5a-b54c-4455-b58b-b71d66aaa0d6 Predicted CPU: 0.4777930676937103
[2016-01-05 02:50:28,096] [scale-down]  [partition] rubis-partition [cluster] rubis.mysql.mysql.domain [member] rubis.mysql.mysql.domainb5988a5a-b54c-4455-b58b-b71d66aaa0d6 Predicted memory consumption: 15.45444107055664
[2016-01-05 02:50:28,097] [scale-down]  [partition] rubis-partition [cluster] rubis.mysql.mysql.domain [member] rubis.mysql.mysql.domainb5988a5a-b54c-4455-b58b-b71d66aaa0d6 Overall load: 7.9661170691251755
[2016-01-05 02:50:28,097] [scale-down]  [cluster] rubis.mysql.mysql.domain [member] rubis.mysql.mysql.domain10f151c6-143c-45ec-8260-f2ad0b897a82 Load average: [average] 0.750000 [second-derivative] -0.002219 [gradient] -0.022205
[2016-01-05 02:50:28,097] [scale-down]  [partition] rubis-partition [cluster] rubis.mysql.mysql.domain [member] rubis.mysql.mysql.domain10f151c6-143c-45ec-8260-f2ad0b897a82 Memory consumption: [average] 15.300000 [second-derivative] 0.000000 [gradient] 0.000000
[2016-01-05 02:50:28,098] [scale-down]  [partition] rubis-partition [cluster] rubis.mysql.mysql.domain [member] rubis.mysql.mysql.domain10f151c6-143c-45ec-8260-f2ad0b897a82 Predicted CPU: 0.7266858029179275
[2016-01-05 02:50:28,098] [scale-down]  [partition] rubis-partition [cluster] rubis.mysql.mysql.domain [member] rubis.mysql.mysql.domain10f151c6-143c-45ec-8260-f2ad0b897a82 Predicted memory consumption: 15.300000190734863
[2016-01-05 02:50:28,098] [scale-down]  [partition] rubis-partition [cluster] rubis.mysql.mysql.domain [member] rubis.mysql.mysql.domain10f151c6-143c-45ec-8260-f2ad0b897a82 Overall load: 8.013342996826395
[2016-01-05 02:50:28,098] HealthStatProc - rubis.mysql.mysql.domain rubis.mysql.mysql.domain1ca2f3e8-21cc-4b44-adcc-6c4407437c58 rif mc la
[2016-01-05 02:50:28,098] [scale-down] Trying to terminating an instace to scale down!
[2016-01-05 02:50:28,098] [scale-down]  [partition] rubis-partition [cluster] rubis.mysql.mysql.domain Member with lowest overall load: rubis.mysql.mysql.domain1ca2f3e8-21cc-4b44-adcc-6c4407437c58
[2016-01-05 02:51:11,306] Member activated event has not received for the member rubis.mysql.mysql.domain87ca1cf1-f415-4fc3-a5de-601d5e1cfe93. Therefore ignoring the health stat
[2016-01-05 02:51:11,307] Member activated event has not received for the member rubis.mysql.mysql.domain87ca1cf1-f415-4fc3-a5de-601d5e1cfe93. Therefore ignoring the health stat
[2016-01-05 02:51:11,309] Member activated event has not received for the member rubis.mysql.mysql.domain87ca1cf1-f415-4fc3-a5de-601d5e1cfe93. Therefore ignoring the health stat
[2016-01-05 02:51:11,310] Member activated event has not received for the member rubis.mysql.mysql.domain87ca1cf1-f415-4fc3-a5de-601d5e1cfe93. Therefore ignoring the health stat
[2016-01-05 02:51:11,313] Member activated event has not received for the member rubis.mysql.mysql.domain87ca1cf1-f415-4fc3-a5de-601d5e1cfe93. Therefore ignoring the health stat
[2016-01-05 02:51:13,293] Member not found in the Topology: [member] rubis.mysql.mysql.domain0cc784a9-2022-41bd-8f4f-0f442f7ebc7e
[2016-01-05 02:51:13,296] Member not found in the Topology: [member] rubis.mysql.mysql.domain0cc784a9-2022-41bd-8f4f-0f442f7ebc7e
[2016-01-05 02:51:13,298] Member not found in the Topology: [member] rubis.mysql.mysql.domain0cc784a9-2022-41bd-8f4f-0f442f7ebc7e
[2016-01-05 02:51:13,299] Member not found in the Topology: [member] rubis.mysql.mysql.domain0cc784a9-2022-41bd-8f4f-0f442f7ebc7e
[2016-01-05 02:51:58,039] Running minimum rule: [network-partition] south-east-asia [cluster-instance] rubis-8
[2016-01-05 02:51:58,040] [min-check] [network-partition] south-east-asia [cluster-instance] rubis-8 [cluster] rubis.php.php.domain Non terminated member count: 1
[2016-01-05 02:51:58,040] [min-check] [network-partition] south-east-asia [cluster-instance] rubis-8 [cluster] rubis.php.php.domain Minimum member count: 1
[2016-01-05 02:51:58,040] Running max rule: [network-partition] south-east-asia [cluster-instance] rubis-8
[2016-01-05 02:51:58,040] [max-check] [network-partition] south-east-asia [cluster-instance] rubis-8 [cluster] rubis.php.php.domain [partition] rubis-partition Activated member count: 1 Max member count 10
[2016-01-05 02:51:58,041] Running scale up rule: [network-partition] south-east-asia [cluster] rubis.php.php.domain
[2016-01-05 02:51:58,041] [scaling] [network-partition] south-east-asia [cluster] rubis.php.php.domain Algorithm name: one-after-another
[2016-01-05 02:51:58,043] Running obsolete instances rule: [partition] rubis-partition [network-partition] south-east-asia [cluster] rubis.php.php.domain
[2016-01-05 02:51:58,043] [obsolete-check] [network-partition] south-east-asia [partition] rubis-partition [cluster] rubis.php.php.domain Obsolete member count: 0
[2016-01-05 02:51:58,043] Running instances cleanup event sender rule: [partition] rubis-partition [network-partition] south-east-asia
[2016-01-05 02:51:58,043] [instance-cleanup-check] [network-partition] south-east-asia [partition] rubis-partition [cluster] rubis.php.php.domain Pending termination member count: 0
[2016-01-05 02:51:58,045] HealthStatProc la rubis.php.php.domain rubis-8 0.0 0.0 0.0
[2016-01-05 02:51:58,045] HealthStatProc mc rubis.php.php.domain rubis-8 14.1 0.0 0.0
[2016-01-05 02:51:58,045] HealthStatProc rif rubis.php.php.domain rubis-8 0.0 0.0 0.0
[2016-01-05 02:51:58,046] HealthStatProc count rubis.php.php.domain rubis-8 1
[2016-01-05 02:51:58,047] [scaling] [cluster] rubis.php.php.domain RIF Resetted?: true
[2016-01-05 02:51:58,047] [scaling] [cluster] rubis.php.php.domain RIF predicted value: 0.0
[2016-01-05 02:51:58,047] [scaling] [cluster] rubis.php.php.domain RIF threshold: 100.0
[2016-01-05 02:51:58,047] [scaling] [cluster] rubis.php.php.domain MC predicted value: 14.100000381469727
[2016-01-05 02:51:58,047] [scaling] [cluster] rubis.php.php.domain MC threshold: 80.0
[2016-01-05 02:51:58,048] [scaling] [cluster] rubis.php.php.domain LA predicted value: 0.0
[2016-01-05 02:51:58,048] [scaling] [cluster] rubis.php.php.domain LA threshold: 80.0
[2016-01-05 02:51:58,048] [scaling] [cluster] rubis.php.php.domain Scale-up action: false
[2016-01-05 02:51:58,048] [scaling] [cluster] rubis.php.php.domain Scale-down action: true
[2016-01-05 02:51:58,049] HealthStatProc member rubis.php.php.domain16c2c4c2-be71-40c2-af2b-922506352023 1451961328099 0.0 0.0 0.0 14.1 0.0 0.0
[2016-01-05 02:51:58,049] [scaling] Number of required instances based on stats: 0 [active instances count] 1 [network-partition] south-east-asia [cluster] rubis.php.php.domain
[2016-01-05 02:51:58,049] [scale-down] Min is reached, hence not scaling down [cluster] rubis.php.php.domain [instance id]rubis-8
[2016-01-05 02:51:58,072] Running obsolete instances rule: [partition] rubis-partition [network-partition] south-east-asia [cluster] rubis.mysql.mysql.domain
[2016-01-05 02:51:58,072] Running minimum rule: [network-partition] south-east-asia [cluster-instance] rubis-8
[2016-01-05 02:51:58,073] [obsolete-check] [network-partition] south-east-asia [partition] rubis-partition [cluster] rubis.mysql.mysql.domain Obsolete member count: 1
[2016-01-05 02:51:58,073] [min-check] [network-partition] south-east-asia [cluster-instance] rubis-8 [cluster] rubis.mysql.mysql.domain Non terminated member count: 2
[2016-01-05 02:51:58,073] [obsolete-check] [network-partition] south-east-asia [partition] rubis-partition [cluster] rubis.mysql.mysql.domain Member id: rubis.mysql.mysql.domain87ca1cf1-f415-4fc3-a5de-601d5e1cfe93
[2016-01-05 02:51:58,073] [min-check] [network-partition] south-east-asia [cluster-instance] rubis-8 [cluster] rubis.mysql.mysql.domain Minimum member count: 1
[2016-01-05 02:51:58,073] Running instances cleanup event sender rule: [partition] rubis-partition [network-partition] south-east-asia
[2016-01-05 02:51:58,073] [instance-cleanup-check] [network-partition] south-east-asia [partition] rubis-partition [cluster] rubis.mysql.mysql.domain Pending termination member count: 1
[2016-01-05 02:51:58,073] Running max rule: [network-partition] south-east-asia [cluster-instance] rubis-8
[2016-01-05 02:51:58,074] [instance-cleanup-check] [network-partition] south-east-asia [partition] rubis-partition [cluster] rubis.mysql.mysql.domain Member id: rubis.mysql.mysql.domain1ca2f3e8-21cc-4b44-adcc-6c4407437c58
[2016-01-05 02:51:58,074] [max-check] [network-partition] south-east-asia [cluster-instance] rubis-8 [cluster] rubis.mysql.mysql.domain [partition] rubis-partition Activated member count: 2 Max member count 10
[2016-01-05 02:51:58,074] Running scale up rule: [network-partition] south-east-asia [cluster] rubis.mysql.mysql.domain
[2016-01-05 02:51:58,074] [scaling] [network-partition] south-east-asia [cluster] rubis.mysql.mysql.domain Algorithm name: one-after-another
[2016-01-05 02:51:58,077] HealthStatProc la rubis.mysql.mysql.domain rubis-8 0.0 0.0 0.0
[2016-01-05 02:51:58,077] HealthStatProc mc rubis.mysql.mysql.domain rubis-8 15.611111 0.0017266385 -1.2385067E-4
[2016-01-05 02:51:58,077] HealthStatProc rif rubis.mysql.mysql.domain rubis-8 0.0 0.0 0.0
[2016-01-05 02:51:58,077] HealthStatProc count rubis.mysql.mysql.domain rubis-8 2
[2016-01-05 02:51:58,078] [scaling] [cluster] rubis.mysql.mysql.domain RIF Resetted?: true
[2016-01-05 02:51:58,078] [scaling] [cluster] rubis.mysql.mysql.domain RIF predicted value: 0.0
[2016-01-05 02:51:58,078] [scaling] [cluster] rubis.mysql.mysql.domain RIF threshold: 100.0
[2016-01-05 02:51:58,078] [scaling] [cluster] rubis.mysql.mysql.domain MC predicted value: 15.361389636993408
[2016-01-05 02:51:58,078] [scaling] [cluster] rubis.mysql.mysql.domain MC threshold: 80.0
[2016-01-05 02:51:58,078] [scaling] [cluster] rubis.mysql.mysql.domain LA predicted value: 0.0
[2016-01-05 02:51:58,078] [scaling] [cluster] rubis.mysql.mysql.domain LA threshold: 80.0
[2016-01-05 02:51:58,078] [scaling] [cluster] rubis.mysql.mysql.domain Scale-up action: false
[2016-01-05 02:51:58,079] [scaling] [cluster] rubis.mysql.mysql.domain Scale-down action: true
[2016-01-05 02:51:58,079] HealthStatProc member rubis.mysql.mysql.domainb5988a5a-b54c-4455-b58b-b71d66aaa0d6 1451961688239 0.0 0.0 0.0 15.425 -0.002221531 0.0
[2016-01-05 02:51:58,079] HealthStatProc member rubis.mysql.mysql.domain10f151c6-143c-45ec-8260-f2ad0b897a82 1451961688289 0.0 0.0 0.0 15.3 0.0 0.0
[2016-01-05 02:51:58,080] [scaling] Number of required instances based on stats: 0 [active instances count] 2 [network-partition] south-east-asia [cluster] rubis.mysql.mysql.domain
[2016-01-05 02:51:58,080] [scale-down] Decided to Scale down [cluster] rubis.mysql.mysql.domain
[2016-01-05 02:51:58,080] [scale-down] Reached scale down requests threshold [cluster] rubis.mysql.mysql.domain Count 3
[2016-01-05 02:51:58,080] [scale-down] Partition available to scale down  [application id] rubis [cluster] rubis.mysql.mysql.domain [instance id] rubis-8 [network-partition] south-east-asia [partition] rubis-partition scaledown due to RIF: true [rifPredictedValue] 0.0 [rifThreshold] 100.0 scaledown due to MC: true [mcPredictedValue] 15.361389636993408 [mcThreshold] 80.0 scaledown due to LA: true [laPredictedValue] 0.0 [laThreshold] 80.0
[2016-01-05 02:51:58,080] [scale-down]  [cluster] rubis.mysql.mysql.domain [member] rubis.mysql.mysql.domainb5988a5a-b54c-4455-b58b-b71d66aaa0d6 Load average: [average] 0.000000 [second-derivative] 0.000000 [gradient] 0.000000
[2016-01-05 02:51:58,081] [scale-down]  [partition] rubis-partition [cluster] rubis.mysql.mysql.domain [member] rubis.mysql.mysql.domainb5988a5a-b54c-4455-b58b-b71d66aaa0d6 Memory consumption: [average] 15.425000 [second-derivative] 0.000000 [gradient] -0.002222
[2016-01-05 02:51:58,081] [scale-down]  [partition] rubis-partition [cluster] rubis.mysql.mysql.domain [member] rubis.mysql.mysql.domainb5988a5a-b54c-4455-b58b-b71d66aaa0d6 Predicted CPU: 0.0
[2016-01-05 02:51:58,081] [scale-down]  [partition] rubis-partition [cluster] rubis.mysql.mysql.domain [member] rubis.mysql.mysql.domainb5988a5a-b54c-4455-b58b-b71d66aaa0d6 Predicted memory consumption: 15.422779083251953
[2016-01-05 02:51:58,081] [scale-down]  [partition] rubis-partition [cluster] rubis.mysql.mysql.domain [member] rubis.mysql.mysql.domainb5988a5a-b54c-4455-b58b-b71d66aaa0d6 Overall load: 7.711389541625977
[2016-01-05 02:51:58,082] [scale-down]  [cluster] rubis.mysql.mysql.domain [member] rubis.mysql.mysql.domain10f151c6-143c-45ec-8260-f2ad0b897a82 Load average: [average] 0.000000 [second-derivative] 0.000000 [gradient] 0.000000
[2016-01-05 02:51:58,082] [scale-down]  [partition] rubis-partition [cluster] rubis.mysql.mysql.domain [member] rubis.mysql.mysql.domain10f151c6-143c-45ec-8260-f2ad0b897a82 Memory consumption: [average] 15.300000 [second-derivative] 0.000000 [gradient] 0.000000
[2016-01-05 02:51:58,082] [scale-down]  [partition] rubis-partition [cluster] rubis.mysql.mysql.domain [member] rubis.mysql.mysql.domain10f151c6-143c-45ec-8260-f2ad0b897a82 Predicted CPU: 0.0
[2016-01-05 02:51:58,082] [scale-down]  [partition] rubis-partition [cluster] rubis.mysql.mysql.domain [member] rubis.mysql.mysql.domain10f151c6-143c-45ec-8260-f2ad0b897a82 Predicted memory consumption: 15.300000190734863
[2016-01-05 02:51:58,082] [scale-down]  [partition] rubis-partition [cluster] rubis.mysql.mysql.domain [member] rubis.mysql.mysql.domain10f151c6-143c-45ec-8260-f2ad0b897a82 Overall load: 7.650000095367432
[2016-01-05 02:51:58,083] HealthStatProc - rubis.mysql.mysql.domain rubis.mysql.mysql.domain10f151c6-143c-45ec-8260-f2ad0b897a82 rif mc la
[2016-01-05 02:51:58,083] [scale-down] Trying to terminating an instace to scale down!
[2016-01-05 02:51:58,083] [scale-down]  [partition] rubis-partition [cluster] rubis.mysql.mysql.domain Member with lowest overall load: rubis.mysql.mysql.domain10f151c6-143c-45ec-8260-f2ad0b897a82
[2016-01-05 02:52:11,308] Member activated event has not received for the member rubis.mysql.mysql.domain87ca1cf1-f415-4fc3-a5de-601d5e1cfe93. Therefore ignoring the health stat
[2016-01-05 02:52:11,311] Member activated event has not received for the member rubis.mysql.mysql.domain87ca1cf1-f415-4fc3-a5de-601d5e1cfe93. Therefore ignoring the health stat
[2016-01-05 02:52:11,313] Member activated event has not received for the member rubis.mysql.mysql.domain87ca1cf1-f415-4fc3-a5de-601d5e1cfe93. Therefore ignoring the health stat
[2016-01-05 02:52:11,314] Member activated event has not received for the member rubis.mysql.mysql.domain87ca1cf1-f415-4fc3-a5de-601d5e1cfe93. Therefore ignoring the health stat
[2016-01-05 02:52:11,316] Member activated event has not received for the member rubis.mysql.mysql.domain87ca1cf1-f415-4fc3-a5de-601d5e1cfe93. Therefore ignoring the health stat
[2016-01-05 02:52:13,520] Member activated event has not received for the member rubis.mysql.mysql.domain1ca2f3e8-21cc-4b44-adcc-6c4407437c58. Therefore ignoring the health stat
[2016-01-05 02:52:13,521] Member activated event has not received for the member rubis.mysql.mysql.domain1ca2f3e8-21cc-4b44-adcc-6c4407437c58. Therefore ignoring the health stat
[2016-01-05 02:52:13,522] Member activated event has not received for the member rubis.mysql.mysql.domain1ca2f3e8-21cc-4b44-adcc-6c4407437c58. Therefore ignoring the health stat
[2016-01-05 02:52:13,524] Member activated event has not received for the member rubis.mysql.mysql.domain1ca2f3e8-21cc-4b44-adcc-6c4407437c58. Therefore ignoring the health stat
[2016-01-05 02:52:13,527] Member activated event has not received for the member rubis.mysql.mysql.domain1ca2f3e8-21cc-4b44-adcc-6c4407437c58. Therefore ignoring the health stat
[2016-01-05 02:53:13,521] Member activated event has not received for the member rubis.mysql.mysql.domain1ca2f3e8-21cc-4b44-adcc-6c4407437c58. Therefore ignoring the health stat
[2016-01-05 02:53:13,522] Member activated event has not received for the member rubis.mysql.mysql.domain1ca2f3e8-21cc-4b44-adcc-6c4407437c58. Therefore ignoring the health stat
[2016-01-05 02:53:13,524] Member activated event has not received for the member rubis.mysql.mysql.domain1ca2f3e8-21cc-4b44-adcc-6c4407437c58. Therefore ignoring the health stat
[2016-01-05 02:53:13,527] Member activated event has not received for the member rubis.mysql.mysql.domain1ca2f3e8-21cc-4b44-adcc-6c4407437c58. Therefore ignoring the health stat
[2016-01-05 02:53:13,528] Member activated event has not received for the member rubis.mysql.mysql.domain1ca2f3e8-21cc-4b44-adcc-6c4407437c58. Therefore ignoring the health stat
[2016-01-05 02:53:28,043] Running minimum rule: [network-partition] south-east-asia [cluster-instance] rubis-8
[2016-01-05 02:53:28,044] [min-check] [network-partition] south-east-asia [cluster-instance] rubis-8 [cluster] rubis.php.php.domain Non terminated member count: 1
[2016-01-05 02:53:28,044] [min-check] [network-partition] south-east-asia [cluster-instance] rubis-8 [cluster] rubis.php.php.domain Minimum member count: 1
[2016-01-05 02:53:28,044] Running max rule: [network-partition] south-east-asia [cluster-instance] rubis-8
[2016-01-05 02:53:28,044] [max-check] [network-partition] south-east-asia [cluster-instance] rubis-8 [cluster] rubis.php.php.domain [partition] rubis-partition Activated member count: 1 Max member count 10
[2016-01-05 02:53:28,045] Running scale up rule: [network-partition] south-east-asia [cluster] rubis.php.php.domain
[2016-01-05 02:53:28,045] [scaling] [network-partition] south-east-asia [cluster] rubis.php.php.domain Algorithm name: one-after-another
[2016-01-05 02:53:28,045] HealthStatProc la rubis.php.php.domain rubis-8 0.0 0.0 0.0
[2016-01-05 02:53:28,045] HealthStatProc mc rubis.php.php.domain rubis-8 14.2 0.0 0.0
[2016-01-05 02:53:28,046] HealthStatProc rif rubis.php.php.domain rubis-8 0.0 0.0 0.0
[2016-01-05 02:53:28,046] HealthStatProc count rubis.php.php.domain rubis-8 1
[2016-01-05 02:53:28,046] [scaling] [cluster] rubis.php.php.domain RIF Resetted?: true
[2016-01-05 02:53:28,046] [scaling] [cluster] rubis.php.php.domain RIF predicted value: 0.0
[2016-01-05 02:53:28,046] [scaling] [cluster] rubis.php.php.domain RIF threshold: 100.0
[2016-01-05 02:53:28,046] [scaling] [cluster] rubis.php.php.domain MC predicted value: 14.199999809265137
[2016-01-05 02:53:28,046] [scaling] [cluster] rubis.php.php.domain MC threshold: 80.0
[2016-01-05 02:53:28,047] [scaling] [cluster] rubis.php.php.domain LA predicted value: 0.0
[2016-01-05 02:53:28,047] [scaling] [cluster] rubis.php.php.domain LA threshold: 80.0
[2016-01-05 02:53:28,047] Running obsolete instances rule: [partition] rubis-partition [network-partition] south-east-asia [cluster] rubis.php.php.domain
[2016-01-05 02:53:28,047] [scaling] [cluster] rubis.php.php.domain Scale-up action: false
[2016-01-05 02:53:28,047] [obsolete-check] [network-partition] south-east-asia [partition] rubis-partition [cluster] rubis.php.php.domain Obsolete member count: 0
[2016-01-05 02:53:28,047] [scaling] [cluster] rubis.php.php.domain Scale-down action: true
[2016-01-05 02:53:28,047] Running instances cleanup event sender rule: [partition] rubis-partition [network-partition] south-east-asia
[2016-01-05 02:53:28,047] [instance-cleanup-check] [network-partition] south-east-asia [partition] rubis-partition [cluster] rubis.php.php.domain Pending termination member count: 0
[2016-01-05 02:53:28,048] HealthStatProc member rubis.php.php.domain16c2c4c2-be71-40c2-af2b-922506352023 1451961328099 0.0 0.0 0.0 14.2 0.0 0.0
[2016-01-05 02:53:28,048] [scaling] Number of required instances based on stats: 0 [active instances count] 1 [network-partition] south-east-asia [cluster] rubis.php.php.domain
[2016-01-05 02:53:28,048] [scale-down] Min is reached, hence not scaling down [cluster] rubis.php.php.domain [instance id]rubis-8
[2016-01-05 02:53:28,073] Running minimum rule: [network-partition] south-east-asia [cluster-instance] rubis-8
[2016-01-05 02:53:28,073] Running obsolete instances rule: [partition] rubis-partition [network-partition] south-east-asia [cluster] rubis.mysql.mysql.domain
[2016-01-05 02:53:28,073] [min-check] [network-partition] south-east-asia [cluster-instance] rubis-8 [cluster] rubis.mysql.mysql.domain Non terminated member count: 1
[2016-01-05 02:53:28,073] [obsolete-check] [network-partition] south-east-asia [partition] rubis-partition [cluster] rubis.mysql.mysql.domain Obsolete member count: 1
[2016-01-05 02:53:28,073] [min-check] [network-partition] south-east-asia [cluster-instance] rubis-8 [cluster] rubis.mysql.mysql.domain Minimum member count: 1
[2016-01-05 02:53:28,073] [obsolete-check] [network-partition] south-east-asia [partition] rubis-partition [cluster] rubis.mysql.mysql.domain Member id: rubis.mysql.mysql.domain1ca2f3e8-21cc-4b44-adcc-6c4407437c58
[2016-01-05 02:53:28,073] Running max rule: [network-partition] south-east-asia [cluster-instance] rubis-8
[2016-01-05 02:53:28,073] Running instances cleanup event sender rule: [partition] rubis-partition [network-partition] south-east-asia
[2016-01-05 02:53:28,074] [max-check] [network-partition] south-east-asia [cluster-instance] rubis-8 [cluster] rubis.mysql.mysql.domain [partition] rubis-partition Activated member count: 1 Max member count 10
[2016-01-05 02:53:28,074] [instance-cleanup-check] [network-partition] south-east-asia [partition] rubis-partition [cluster] rubis.mysql.mysql.domain Pending termination member count: 1
[2016-01-05 02:53:28,074] [instance-cleanup-check] [network-partition] south-east-asia [partition] rubis-partition [cluster] rubis.mysql.mysql.domain Member id: rubis.mysql.mysql.domain10f151c6-143c-45ec-8260-f2ad0b897a82
[2016-01-05 02:53:28,074] Running scale up rule: [network-partition] south-east-asia [cluster] rubis.mysql.mysql.domain
[2016-01-05 02:53:28,074] [scaling] [network-partition] south-east-asia [cluster] rubis.mysql.mysql.domain Algorithm name: one-after-another
[2016-01-05 02:53:28,075] HealthStatProc la rubis.mysql.mysql.domain rubis-8 0.0 0.0 0.0
[2016-01-05 02:53:28,075] HealthStatProc mc rubis.mysql.mysql.domain rubis-8 15.35 0.0 0.0
[2016-01-05 02:53:28,075] HealthStatProc rif rubis.mysql.mysql.domain rubis-8 0.0 0.0 0.0
[2016-01-05 02:53:28,075] HealthStatProc count rubis.mysql.mysql.domain rubis-8 1
[2016-01-05 02:53:28,076] [scaling] [cluster] rubis.mysql.mysql.domain RIF Resetted?: true
[2016-01-05 02:53:28,076] [scaling] [cluster] rubis.mysql.mysql.domain RIF predicted value: 0.0
[2016-01-05 02:53:28,076] [scaling] [cluster] rubis.mysql.mysql.domain RIF threshold: 100.0
[2016-01-05 02:53:28,076] [scaling] [cluster] rubis.mysql.mysql.domain MC predicted value: 15.47722053527832
[2016-01-05 02:53:28,076] [scaling] [cluster] rubis.mysql.mysql.domain MC threshold: 80.0
[2016-01-05 02:53:28,076] [scaling] [cluster] rubis.mysql.mysql.domain LA predicted value: 0.0
[2016-01-05 02:53:28,076] [scaling] [cluster] rubis.mysql.mysql.domain LA threshold: 80.0
[2016-01-05 02:53:28,080] [scaling] [cluster] rubis.mysql.mysql.domain Scale-up action: false
[2016-01-05 02:53:28,081] [scaling] [cluster] rubis.mysql.mysql.domain Scale-down action: true
[2016-01-05 02:53:28,081] HealthStatProc member rubis.mysql.mysql.domainb5988a5a-b54c-4455-b58b-b71d66aaa0d6 1451961688239 0.0 0.0 0.0 15.475 0.0022204951 0.0
[2016-01-05 02:53:28,081] [scaling] Number of required instances based on stats: 0 [active instances count] 1 [network-partition] south-east-asia [cluster] rubis.mysql.mysql.domain
[2016-01-05 02:53:28,082] [scale-down] Min is reached, hence not scaling down [cluster] rubis.mysql.mysql.domain [instance id]rubis-8
[2016-01-05 02:54:11,464] Member activated event has not received for the member rubis.mysql.mysql.domain10f151c6-143c-45ec-8260-f2ad0b897a82. Therefore ignoring the health stat
[2016-01-05 02:54:11,465] Member activated event has not received for the member rubis.mysql.mysql.domain10f151c6-143c-45ec-8260-f2ad0b897a82. Therefore ignoring the health stat
[2016-01-05 02:54:11,467] Member activated event has not received for the member rubis.mysql.mysql.domain10f151c6-143c-45ec-8260-f2ad0b897a82. Therefore ignoring the health stat
[2016-01-05 02:54:11,468] Member activated event has not received for the member rubis.mysql.mysql.domain10f151c6-143c-45ec-8260-f2ad0b897a82. Therefore ignoring the health stat
[2016-01-05 02:54:11,471] Member activated event has not received for the member rubis.mysql.mysql.domain10f151c6-143c-45ec-8260-f2ad0b897a82. Therefore ignoring the health stat
[2016-01-05 02:54:13,522] Member not found in the Topology: [member] rubis.mysql.mysql.domain1ca2f3e8-21cc-4b44-adcc-6c4407437c58
[2016-01-05 02:54:13,523] Member not found in the Topology: [member] rubis.mysql.mysql.domain1ca2f3e8-21cc-4b44-adcc-6c4407437c58
[2016-01-05 02:54:13,525] Member not found in the Topology: [member] rubis.mysql.mysql.domain1ca2f3e8-21cc-4b44-adcc-6c4407437c58
[2016-01-05 02:54:13,527] Member not found in the Topology: [member] rubis.mysql.mysql.domain1ca2f3e8-21cc-4b44-adcc-6c4407437c58
[2016-01-05 02:54:58,047] Running obsolete instances rule: [partition] rubis-partition [network-partition] south-east-asia [cluster] rubis.php.php.domain
[2016-01-05 02:54:58,047] Running minimum rule: [network-partition] south-east-asia [cluster-instance] rubis-8
[2016-01-05 02:54:58,048] [obsolete-check] [network-partition] south-east-asia [partition] rubis-partition [cluster] rubis.php.php.domain Obsolete member count: 0
[2016-01-05 02:54:58,048] [min-check] [network-partition] south-east-asia [cluster-instance] rubis-8 [cluster] rubis.php.php.domain Non terminated member count: 1
[2016-01-05 02:54:58,048] Running instances cleanup event sender rule: [partition] rubis-partition [network-partition] south-east-asia
[2016-01-05 02:54:58,048] [min-check] [network-partition] south-east-asia [cluster-instance] rubis-8 [cluster] rubis.php.php.domain Minimum member count: 1
[2016-01-05 02:54:58,048] [instance-cleanup-check] [network-partition] south-east-asia [partition] rubis-partition [cluster] rubis.php.php.domain Pending termination member count: 0
[2016-01-05 02:54:58,048] Running max rule: [network-partition] south-east-asia [cluster-instance] rubis-8
[2016-01-05 02:54:58,049] [max-check] [network-partition] south-east-asia [cluster-instance] rubis-8 [cluster] rubis.php.php.domain [partition] rubis-partition Activated member count: 1 Max member count 10
[2016-01-05 02:54:58,049] Running scale up rule: [network-partition] south-east-asia [cluster] rubis.php.php.domain
[2016-01-05 02:54:58,049] [scaling] [network-partition] south-east-asia [cluster] rubis.php.php.domain Algorithm name: one-after-another
[2016-01-05 02:54:58,050] HealthStatProc la rubis.php.php.domain rubis-8 0.0 0.0 0.0
[2016-01-05 02:54:58,050] HealthStatProc mc rubis.php.php.domain rubis-8 14.2 0.0 0.0
[2016-01-05 02:54:58,050] HealthStatProc rif rubis.php.php.domain rubis-8 0.0 0.0 0.0
[2016-01-05 02:54:58,050] HealthStatProc count rubis.php.php.domain rubis-8 1
[2016-01-05 02:54:58,050] [scaling] [cluster] rubis.php.php.domain RIF Resetted?: true
[2016-01-05 02:54:58,050] [scaling] [cluster] rubis.php.php.domain RIF predicted value: 0.0
[2016-01-05 02:54:58,051] [scaling] [cluster] rubis.php.php.domain RIF threshold: 100.0
[2016-01-05 02:54:58,051] [scaling] [cluster] rubis.php.php.domain MC predicted value: 14.199999809265137
[2016-01-05 02:54:58,051] [scaling] [cluster] rubis.php.php.domain MC threshold: 80.0
[2016-01-05 02:54:58,051] [scaling] [cluster] rubis.php.php.domain LA predicted value: 0.0
[2016-01-05 02:54:58,051] [scaling] [cluster] rubis.php.php.domain LA threshold: 80.0
[2016-01-05 02:54:58,051] [scaling] [cluster] rubis.php.php.domain Scale-up action: false
[2016-01-05 02:54:58,051] [scaling] [cluster] rubis.php.php.domain Scale-down action: true
[2016-01-05 02:54:58,052] HealthStatProc member rubis.php.php.domain16c2c4c2-be71-40c2-af2b-922506352023 1451961328099 0.0 0.0 0.0 14.2 0.0 0.0
