[2016-01-07 05:23:19,564] Autoscaler health stat event receiver thread started
[2016-01-07 09:19:07,428] HealthStatProc member rubis-phponly.php.php3.domain rubis-phponly.php.php3.domain439c0b0e-3a72-45f9-9683-c24d268b37cd 1452153127459 160.5 4.205773 0.21613763 35.875 0.0022134178 0.0
[2016-01-07 09:19:07,429] HealthStatProc member rubis-phponly.php.php3.domain rubis-phponly.php.php3.domain3b7649ed-633d-4fb1-8ec9-2c4edba68dd3 1452156367453 38.0 -0.6201413 0.008815847 36.025 -0.0022140548 0.0
[2016-01-07 09:19:07,429] HealthStatProc member rubis-phponly.php.php3.domain rubis-phponly.php.php3.domain1fb093b6-3be9-4882-b087-55c29203a844 1452158077445 15.0 -0.24430871 0.0044395598 12.1 0.0 0.0
[2016-01-07 09:19:07,429] [scaling] Number of required instances based on stats: 1 [active instances count] 3 [network-partition] south-east-asia [cluster] rubis-phponly.php.php3.domain
[2016-01-07 09:19:07,429] [scale-down] Decided to Scale down [cluster] rubis-phponly.php.php3.domain
[2016-01-07 09:19:07,429] [scale-down] Not reached scale down requests threshold. rubis-phponly.php.php3.domain Count 2
[2016-01-07 09:20:37,424] Running obsolete instances rule: [partition] rubis-partition [network-partition] south-east-asia [cluster] rubis-phponly.php.php3.domain
[2016-01-07 09:20:37,424] Running minimum rule: [network-partition] south-east-asia [cluster-instance] rubis-phponly-3
[2016-01-07 09:20:37,424] [obsolete-check] [network-partition] south-east-asia [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain Obsolete member count: 0
[2016-01-07 09:20:37,424] [min-check] [network-partition] south-east-asia [cluster-instance] rubis-phponly-3 [cluster] rubis-phponly.php.php3.domain Non terminated member count: 3
[2016-01-07 09:20:37,424] Running instances cleanup event sender rule: [partition] rubis-partition [network-partition] south-east-asia
[2016-01-07 09:20:37,424] [min-check] [network-partition] south-east-asia [cluster-instance] rubis-phponly-3 [cluster] rubis-phponly.php.php3.domain Minimum member count: 1
[2016-01-07 09:20:37,425] [instance-cleanup-check] [network-partition] south-east-asia [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain Pending termination member count: 0
[2016-01-07 09:20:37,425] Running max rule: [network-partition] south-east-asia [cluster-instance] rubis-phponly-3
[2016-01-07 09:20:37,425] [max-check] [network-partition] south-east-asia [cluster-instance] rubis-phponly-3 [cluster] rubis-phponly.php.php3.domain [partition] rubis-partition Activated member count: 3 Max member count 10
[2016-01-07 09:20:37,425] Running scale up rule: [network-partition] south-east-asia [cluster] rubis-phponly.php.php3.domain
[2016-01-07 09:20:37,426] [scaling] [network-partition] south-east-asia [cluster] rubis-phponly.php.php3.domain Algorithm name: one-after-another
[2016-01-07 09:20:37,426] HealthStatProc la rubis-phponly.php.php3.domain rubis-phponly-3 90.0 1.5742453 0.07244745 74.05505222216016
[2016-01-07 09:20:37,426] HealthStatProc mc rubis-phponly.php.php3.domain rubis-phponly-3 28.0 0.47638732 2.5882866E-4 24.557201385498047
[2016-01-07 09:20:37,427] HealthStatProc rif rubis-phponly.php.php3.domain rubis-phponly-3 0.0 0.0 0.0 0.0
[2016-01-07 09:20:37,427] HealthStatProc count rubis-phponly.php.php3.domain rubis-phponly-3 3
[2016-01-07 09:20:37,427] [scaling] [cluster] rubis-phponly.php.php3.domain RIF Resetted?: true
[2016-01-07 09:20:37,427] [scaling] [cluster] rubis-phponly.php.php3.domain RIF predicted value: 0.0
[2016-01-07 09:20:37,427] [scaling] [cluster] rubis-phponly.php.php3.domain RIF threshold: 100.0
[2016-01-07 09:20:37,427] [scaling] [cluster] rubis-phponly.php.php3.domain MC predicted value: 24.557201385498047
[2016-01-07 09:20:37,428] [scaling] [cluster] rubis-phponly.php.php3.domain MC threshold: 80.0
[2016-01-07 09:20:37,428] [scaling] [cluster] rubis-phponly.php.php3.domain LA predicted value: 74.05505222216016
[2016-01-07 09:20:37,428] [scaling] [cluster] rubis-phponly.php.php3.domain LA threshold: 80.0
[2016-01-07 09:20:37,428] [scaling] [cluster] rubis-phponly.php.php3.domain Scale-up action: false
[2016-01-07 09:20:37,428] [scaling] [cluster] rubis-phponly.php.php3.domain Scale-down action: true
[2016-01-07 09:20:37,429] HealthStatProc member rubis-phponly.php.php3.domain rubis-phponly.php.php3.domain439c0b0e-3a72-45f9-9683-c24d268b37cd 1452153127459 207.75 1.7496456 0.43929163 35.925 -0.01107199 0.0
[2016-01-07 09:20:37,429] HealthStatProc member rubis-phponly.php.php3.domain rubis-phponly.php.php3.domain3b7649ed-633d-4fb1-8ec9-2c4edba68dd3 1452156367453 56.5 0.6614194 0.14350992 35.975 0.008820287 0.0
[2016-01-07 09:20:37,429] HealthStatProc member rubis-phponly.php.php3.domain rubis-phponly.php.php3.domain1fb093b6-3be9-4882-b087-55c29203a844 1452158077445 5.75 -0.088837564 0.0022194101 12.1 0.0 0.0
[2016-01-07 09:20:37,429] [scaling] Number of required instances based on stats: 1 [active instances count] 3 [network-partition] south-east-asia [cluster] rubis-phponly.php.php3.domain
[2016-01-07 09:20:37,429] [scale-down] Decided to Scale down [cluster] rubis-phponly.php.php3.domain
[2016-01-07 09:20:37,430] [scale-down] Reached scale down requests threshold [cluster] rubis-phponly.php.php3.domain Count 3
[2016-01-07 09:20:37,430] [scale-down] Partition available to scale down  [application id] rubis-phponly [cluster] rubis-phponly.php.php3.domain [instance id] rubis-phponly-3 [network-partition] south-east-asia [partition] rubis-partition scaledown due to RIF: true [rifPredictedValue] 0.0 [rifThreshold] 100.0 scaledown due to MC: true [mcPredictedValue] 24.557201385498047 [mcThreshold] 80.0 scaledown due to LA: true [laPredictedValue] 74.05505222216016 [laThreshold] 80.0
[2016-01-07 09:20:37,430] [scale-down]  [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domaind22a44e7-7a0e-4cb5-bf00-e7c314b51dd4 Load average: [average] 24.000000 [second-derivative] 0.008860 [gradient] -0.398963
[2016-01-07 09:20:37,430] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domaind22a44e7-7a0e-4cb5-bf00-e7c314b51dd4 Memory consumption: [average] 14.200000 [second-derivative] 0.000000 [gradient] 0.031058
[2016-01-07 09:20:37,431] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domaind22a44e7-7a0e-4cb5-bf00-e7c314b51dd4 Predicted CPU: 23.605468069203198
[2016-01-07 09:20:37,431] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domaind22a44e7-7a0e-4cb5-bf00-e7c314b51dd4 Predicted memory consumption: 14.231058120727539
[2016-01-07 09:20:37,431] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domaind22a44e7-7a0e-4cb5-bf00-e7c314b51dd4 Overall load: 18.91826309496537
[2016-01-07 09:20:37,431] [scale-down]  [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain439c0b0e-3a72-45f9-9683-c24d268b37cd Load average: [average] 207.750000 [second-derivative] 0.439292 [gradient] 1.749646
[2016-01-07 09:20:37,431] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain439c0b0e-3a72-45f9-9683-c24d268b37cd Memory consumption: [average] 35.924999 [second-derivative] 0.000000 [gradient] -0.011072
[2016-01-07 09:20:37,432] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain439c0b0e-3a72-45f9-9683-c24d268b37cd Predicted CPU: 209.71929486095905
[2016-01-07 09:20:37,432] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain439c0b0e-3a72-45f9-9683-c24d268b37cd Predicted memory consumption: 35.9139289855957
[2016-01-07 09:20:37,432] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain439c0b0e-3a72-45f9-9683-c24d268b37cd Overall load: 122.81661192327738
[2016-01-07 09:20:37,432] [scale-down]  [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain3b7649ed-633d-4fb1-8ec9-2c4edba68dd3 Load average: [average] 56.500000 [second-derivative] 0.143510 [gradient] 0.661419
[2016-01-07 09:20:37,432] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain3b7649ed-633d-4fb1-8ec9-2c4edba68dd3 Memory consumption: [average] 35.974998 [second-derivative] 0.000000 [gradient] 0.008820
[2016-01-07 09:20:37,432] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain3b7649ed-633d-4fb1-8ec9-2c4edba68dd3 Predicted CPU: 57.23317387700081
[2016-01-07 09:20:37,433] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain3b7649ed-633d-4fb1-8ec9-2c4edba68dd3 Predicted memory consumption: 35.98381805419922
[2016-01-07 09:20:37,433] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain3b7649ed-633d-4fb1-8ec9-2c4edba68dd3 Overall load: 46.608495965600014
[2016-01-07 09:20:37,433] [scale-down]  [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain1fb093b6-3be9-4882-b087-55c29203a844 Load average: [average] 5.750000 [second-derivative] 0.002219 [gradient] -0.088838
[2016-01-07 09:20:37,433] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain1fb093b6-3be9-4882-b087-55c29203a844 Memory consumption: [average] 12.100000 [second-derivative] 0.000000 [gradient] 0.000000
[2016-01-07 09:20:37,433] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain1fb093b6-3be9-4882-b087-55c29203a844 Predicted CPU: 5.6622720814775676
[2016-01-07 09:20:37,434] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain1fb093b6-3be9-4882-b087-55c29203a844 Predicted memory consumption: 12.100000381469727
[2016-01-07 09:20:37,434] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain1fb093b6-3be9-4882-b087-55c29203a844 Overall load: 8.881136231473647
[2016-01-07 09:20:37,434] HealthStatProc - rubis-phponly.php.php3.domain rubis-phponly.php.php3.domain1fb093b6-3be9-4882-b087-55c29203a844 rif mc la
[2016-01-07 09:20:37,434] [scale-down] Trying to terminating an instace to scale down!
[2016-01-07 09:20:37,434] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain Member with lowest overall load: rubis-phponly.php.php3.domain1fb093b6-3be9-4882-b087-55c29203a844
[2016-01-07 09:22:07,424] Running obsolete instances rule: [partition] rubis-partition [network-partition] south-east-asia [cluster] rubis-phponly.php.php3.domain
[2016-01-07 09:22:07,424] Running minimum rule: [network-partition] south-east-asia [cluster-instance] rubis-phponly-3
[2016-01-07 09:22:07,425] [obsolete-check] [network-partition] south-east-asia [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain Obsolete member count: 0
[2016-01-07 09:22:07,425] [min-check] [network-partition] south-east-asia [cluster-instance] rubis-phponly-3 [cluster] rubis-phponly.php.php3.domain Non terminated member count: 2
[2016-01-07 09:22:07,425] Running instances cleanup event sender rule: [partition] rubis-partition [network-partition] south-east-asia
[2016-01-07 09:22:07,426] [min-check] [network-partition] south-east-asia [cluster-instance] rubis-phponly-3 [cluster] rubis-phponly.php.php3.domain Minimum member count: 1
[2016-01-07 09:22:07,426] [instance-cleanup-check] [network-partition] south-east-asia [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain Pending termination member count: 1
[2016-01-07 09:22:07,426] Running max rule: [network-partition] south-east-asia [cluster-instance] rubis-phponly-3
[2016-01-07 09:22:07,426] [instance-cleanup-check] [network-partition] south-east-asia [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain Member id: rubis-phponly.php.php3.domain1fb093b6-3be9-4882-b087-55c29203a844
[2016-01-07 09:22:07,426] [max-check] [network-partition] south-east-asia [cluster-instance] rubis-phponly-3 [cluster] rubis-phponly.php.php3.domain [partition] rubis-partition Activated member count: 2 Max member count 10
[2016-01-07 09:22:07,427] Running scale up rule: [network-partition] south-east-asia [cluster] rubis-phponly.php.php3.domain
[2016-01-07 09:22:07,427] [scaling] [network-partition] south-east-asia [cluster] rubis-phponly.php.php3.domain Algorithm name: one-after-another
[2016-01-07 09:22:07,428] HealthStatProc la rubis-phponly.php.php3.domain rubis-phponly-3 58.25 0.35172737 -0.0016692927 64.99338815795879
[2016-01-07 09:22:07,428] HealthStatProc mc rubis-phponly.php.php3.domain rubis-phponly-3 28.05 0.45142758 -0.0010760184 28.689259211222332
[2016-01-07 09:22:07,428] HealthStatProc rif rubis-phponly.php.php3.domain rubis-phponly-3 0.0 0.0 0.0 0.0
[2016-01-07 09:22:07,428] HealthStatProc count rubis-phponly.php.php3.domain rubis-phponly-3 2
[2016-01-07 09:22:07,428] [scaling] [cluster] rubis-phponly.php.php3.domain RIF Resetted?: true
[2016-01-07 09:22:07,429] [scaling] [cluster] rubis-phponly.php.php3.domain RIF predicted value: 0.0
[2016-01-07 09:22:07,429] [scaling] [cluster] rubis-phponly.php.php3.domain RIF threshold: 100.0
[2016-01-07 09:22:07,429] [scaling] [cluster] rubis-phponly.php.php3.domain MC predicted value: 28.689259211222332
[2016-01-07 09:22:07,429] [scaling] [cluster] rubis-phponly.php.php3.domain MC threshold: 80.0
[2016-01-07 09:22:07,429] [scaling] [cluster] rubis-phponly.php.php3.domain LA predicted value: 64.99338815795879
[2016-01-07 09:22:07,429] [scaling] [cluster] rubis-phponly.php.php3.domain LA threshold: 80.0
[2016-01-07 09:22:07,430] [scaling] [cluster] rubis-phponly.php.php3.domain Scale-up action: false
[2016-01-07 09:22:07,430] [scaling] [cluster] rubis-phponly.php.php3.domain Scale-down action: true
[2016-01-07 09:22:07,430] HealthStatProc member rubis-phponly.php.php3.domain rubis-phponly.php.php3.domain439c0b0e-3a72-45f9-9683-c24d268b37cd 1452153127459 154.25 -2.523296 0.04186539 35.9 0.0022135647 0.0
[2016-01-07 09:22:07,431] HealthStatProc member rubis-phponly.php.php3.domain rubis-phponly.php.php3.domain3b7649ed-633d-4fb1-8ec9-2c4edba68dd3 1452156367453 19.75 -0.13286683 0.019859573 35.95 -0.015494267 0.0
[2016-01-07 09:22:07,431] [scaling] Number of required instances based on stats: 1 [active instances count] 2 [network-partition] south-east-asia [cluster] rubis-phponly.php.php3.domain
[2016-01-07 09:22:07,431] [scale-down] Decided to Scale down [cluster] rubis-phponly.php.php3.domain
[2016-01-07 09:22:07,431] [scale-down] Reached scale down requests threshold [cluster] rubis-phponly.php.php3.domain Count 3
[2016-01-07 09:22:07,431] [scale-down] Partition available to scale down  [application id] rubis-phponly [cluster] rubis-phponly.php.php3.domain [instance id] rubis-phponly-3 [network-partition] south-east-asia [partition] rubis-partition scaledown due to RIF: true [rifPredictedValue] 0.0 [rifThreshold] 100.0 scaledown due to MC: true [mcPredictedValue] 28.689259211222332 [mcThreshold] 80.0 scaledown due to LA: true [laPredictedValue] 64.99338815795879 [laThreshold] 80.0
[2016-01-07 09:22:07,432] [scale-down]  [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domaind22a44e7-7a0e-4cb5-bf00-e7c314b51dd4 Load average: [average] 24.000000 [second-derivative] 0.008860 [gradient] -0.398963
[2016-01-07 09:22:07,432] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domaind22a44e7-7a0e-4cb5-bf00-e7c314b51dd4 Memory consumption: [average] 14.200000 [second-derivative] 0.000000 [gradient] 0.031058
[2016-01-07 09:22:07,432] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domaind22a44e7-7a0e-4cb5-bf00-e7c314b51dd4 Predicted CPU: 23.605468069203198
[2016-01-07 09:22:07,432] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domaind22a44e7-7a0e-4cb5-bf00-e7c314b51dd4 Predicted memory consumption: 14.231058120727539
[2016-01-07 09:22:07,432] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domaind22a44e7-7a0e-4cb5-bf00-e7c314b51dd4 Overall load: 18.91826309496537
[2016-01-07 09:22:07,433] [scale-down]  [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain439c0b0e-3a72-45f9-9683-c24d268b37cd Load average: [average] 154.250000 [second-derivative] 0.041865 [gradient] -2.523296
[2016-01-07 09:22:07,433] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain439c0b0e-3a72-45f9-9683-c24d268b37cd Memory consumption: [average] 35.900002 [second-derivative] 0.000000 [gradient] 0.002214
[2016-01-07 09:22:07,433] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain439c0b0e-3a72-45f9-9683-c24d268b37cd Predicted CPU: 151.74763252399862
[2016-01-07 09:22:07,433] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain439c0b0e-3a72-45f9-9683-c24d268b37cd Predicted memory consumption: 35.90221405029297
[2016-01-07 09:22:07,433] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain439c0b0e-3a72-45f9-9683-c24d268b37cd Overall load: 93.8249232871458
[2016-01-07 09:22:07,434] [scale-down]  [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain3b7649ed-633d-4fb1-8ec9-2c4edba68dd3 Load average: [average] 19.750000 [second-derivative] 0.019860 [gradient] -0.132867
[2016-01-07 09:22:07,434] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain3b7649ed-633d-4fb1-8ec9-2c4edba68dd3 Memory consumption: [average] 35.950001 [second-derivative] 0.000000 [gradient] -0.015494
[2016-01-07 09:22:07,434] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain3b7649ed-633d-4fb1-8ec9-2c4edba68dd3 Predicted CPU: 19.62706388067454
[2016-01-07 09:22:07,434] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain3b7649ed-633d-4fb1-8ec9-2c4edba68dd3 Predicted memory consumption: 35.934505462646484
[2016-01-07 09:22:07,434] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain [member] rubis-phponly.php.php3.domain3b7649ed-633d-4fb1-8ec9-2c4edba68dd3 Overall load: 27.780784671660513
[2016-01-07 09:22:07,435] HealthStatProc - rubis-phponly.php.php3.domain rubis-phponly.php.php3.domaind22a44e7-7a0e-4cb5-bf00-e7c314b51dd4 rif mc la
[2016-01-07 09:22:07,435] [scale-down] Trying to terminating an instace to scale down!
[2016-01-07 09:22:07,435] [scale-down]  [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain Member with lowest overall load: rubis-phponly.php.php3.domaind22a44e7-7a0e-4cb5-bf00-e7c314b51dd4
[2016-01-07 09:22:58,950] Member activated event has not received for the member rubis-phponly.php.php3.domain1fb093b6-3be9-4882-b087-55c29203a844. Therefore ignoring the health stat
[2016-01-07 09:22:58,953] Member activated event has not received for the member rubis-phponly.php.php3.domain1fb093b6-3be9-4882-b087-55c29203a844. Therefore ignoring the health stat
[2016-01-07 09:22:58,955] Member activated event has not received for the member rubis-phponly.php.php3.domain1fb093b6-3be9-4882-b087-55c29203a844. Therefore ignoring the health stat
[2016-01-07 09:22:58,956] Member activated event has not received for the member rubis-phponly.php.php3.domain1fb093b6-3be9-4882-b087-55c29203a844. Therefore ignoring the health stat
[2016-01-07 09:22:58,958] Member activated event has not received for the member rubis-phponly.php.php3.domain1fb093b6-3be9-4882-b087-55c29203a844. Therefore ignoring the health stat
[2016-01-07 09:23:37,424] Running obsolete instances rule: [partition] rubis-partition [network-partition] south-east-asia [cluster] rubis-phponly.php.php3.domain
[2016-01-07 09:23:37,424] Running minimum rule: [network-partition] south-east-asia [cluster-instance] rubis-phponly-3
[2016-01-07 09:23:37,425] [obsolete-check] [network-partition] south-east-asia [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain Obsolete member count: 1
[2016-01-07 09:23:37,425] [min-check] [network-partition] south-east-asia [cluster-instance] rubis-phponly-3 [cluster] rubis-phponly.php.php3.domain Non terminated member count: 2
[2016-01-07 09:23:37,425] [obsolete-check] [network-partition] south-east-asia [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain Member id: rubis-phponly.php.php3.domain1fb093b6-3be9-4882-b087-55c29203a844
[2016-01-07 09:23:37,425] [min-check] [network-partition] south-east-asia [cluster-instance] rubis-phponly-3 [cluster] rubis-phponly.php.php3.domain Minimum member count: 1
[2016-01-07 09:23:37,425] Running instances cleanup event sender rule: [partition] rubis-partition [network-partition] south-east-asia
[2016-01-07 09:23:37,425] Running max rule: [network-partition] south-east-asia [cluster-instance] rubis-phponly-3
[2016-01-07 09:23:37,425] [instance-cleanup-check] [network-partition] south-east-asia [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain Pending termination member count: 0
[2016-01-07 09:23:37,426] [max-check] [network-partition] south-east-asia [cluster-instance] rubis-phponly-3 [cluster] rubis-phponly.php.php3.domain [partition] rubis-partition Activated member count: 2 Max member count 10
[2016-01-07 09:23:37,426] Running scale up rule: [network-partition] south-east-asia [cluster] rubis-phponly.php.php3.domain
[2016-01-07 09:23:37,426] [scaling] [network-partition] south-east-asia [cluster] rubis-phponly.php.php3.domain Algorithm name: one-after-another
[2016-01-07 09:23:37,431] HealthStatProc la rubis-phponly.php.php3.domain rubis-phponly-3 78.5 4.148408 0.015867705 86.761911442969
[2016-01-07 09:23:37,432] HealthStatProc mc rubis-phponly.php.php3.domain rubis-phponly-3 28.158333 0.46757194 -4.8318284E-4 28.839043299357098
[2016-01-07 09:23:37,432] HealthStatProc rif rubis-phponly.php.php3.domain rubis-phponly-3 0.0 0.0 0.0 0.0
[2016-01-07 09:23:37,432] HealthStatProc count rubis-phponly.php.php3.domain rubis-phponly-3 2
[2016-01-07 09:23:37,432] [scaling] [cluster] rubis-phponly.php.php3.domain RIF Resetted?: true
[2016-01-07 09:23:37,432] [scaling] [cluster] rubis-phponly.php.php3.domain RIF predicted value: 0.0
[2016-01-07 09:23:37,433] [scaling] [cluster] rubis-phponly.php.php3.domain RIF threshold: 100.0
[2016-01-07 09:23:37,433] [scaling] [cluster] rubis-phponly.php.php3.domain MC predicted value: 28.839043299357098
[2016-01-07 09:23:37,433] [scaling] [cluster] rubis-phponly.php.php3.domain MC threshold: 80.0
[2016-01-07 09:23:37,433] [scaling] [cluster] rubis-phponly.php.php3.domain LA predicted value: 86.761911442969
[2016-01-07 09:23:37,433] [scaling] [cluster] rubis-phponly.php.php3.domain LA threshold: 80.0
[2016-01-07 09:23:37,433] [scaling] [cluster] rubis-phponly.php.php3.domain Scale-up action: false
[2016-01-07 09:23:37,434] [scaling] [cluster] rubis-phponly.php.php3.domain Scale-down action: false
[2016-01-07 09:23:37,434] HealthStatProc member rubis-phponly.php.php3.domain rubis-phponly.php.php3.domain439c0b0e-3a72-45f9-9683-c24d268b37cd 1452153127459 56.5 -0.9296149 0.013203722 36.075 0.0044274232 0.0
[2016-01-07 09:23:37,434] HealthStatProc member rubis-phponly.php.php3.domain rubis-phponly.php.php3.domain3b7649ed-633d-4fb1-8ec9-2c4edba68dd3 1452156367453 179.0 2.1693895 -0.1322168 36.2 0.0066414294 0.0
[2016-01-07 09:23:37,435] [scaling] Number of required instances based on stats: 2 [active instances count] 2 [network-partition] south-east-asia [cluster] rubis-phponly.php.php3.domain
[2016-01-07 09:23:37,435] [scaling] No decision made to either scale up or scale down ... [cluster] rubis-phponly.php.php3.domain [instance id]rubis-phponly-3
[2016-01-07 09:23:58,951] Member activated event has not received for the member rubis-phponly.php.php3.domain1fb093b6-3be9-4882-b087-55c29203a844. Therefore ignoring the health stat
[2016-01-07 09:23:58,954] Member activated event has not received for the member rubis-phponly.php.php3.domain1fb093b6-3be9-4882-b087-55c29203a844. Therefore ignoring the health stat
[2016-01-07 09:23:58,955] Member activated event has not received for the member rubis-phponly.php.php3.domain1fb093b6-3be9-4882-b087-55c29203a844. Therefore ignoring the health stat
[2016-01-07 09:23:58,957] Member activated event has not received for the member rubis-phponly.php.php3.domain1fb093b6-3be9-4882-b087-55c29203a844. Therefore ignoring the health stat
[2016-01-07 09:23:58,958] Member activated event has not received for the member rubis-phponly.php.php3.domain1fb093b6-3be9-4882-b087-55c29203a844. Therefore ignoring the health stat
[2016-01-07 09:25:07,425] Running minimum rule: [network-partition] south-east-asia [cluster-instance] rubis-phponly-3
[2016-01-07 09:25:07,425] Running obsolete instances rule: [partition] rubis-partition [network-partition] south-east-asia [cluster] rubis-phponly.php.php3.domain
[2016-01-07 09:25:07,425] [min-check] [network-partition] south-east-asia [cluster-instance] rubis-phponly-3 [cluster] rubis-phponly.php.php3.domain Non terminated member count: 2
[2016-01-07 09:25:07,425] [obsolete-check] [network-partition] south-east-asia [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain Obsolete member count: 0
[2016-01-07 09:25:07,425] [min-check] [network-partition] south-east-asia [cluster-instance] rubis-phponly-3 [cluster] rubis-phponly.php.php3.domain Minimum member count: 1
[2016-01-07 09:25:07,425] Running instances cleanup event sender rule: [partition] rubis-partition [network-partition] south-east-asia
[2016-01-07 09:25:07,426] Running max rule: [network-partition] south-east-asia [cluster-instance] rubis-phponly-3
[2016-01-07 09:25:07,426] [instance-cleanup-check] [network-partition] south-east-asia [partition] rubis-partition [cluster] rubis-phponly.php.php3.domain Pending termination member count: 0
[2016-01-07 09:25:07,426] [max-check] [network-partition] south-east-asia [cluster-instance] rubis-phponly-3 [cluster] rubis-phponly.php.php3.domain [partition] rubis-partition Activated member count: 2 Max member count 10
[2016-01-07 09:25:07,426] Running scale up rule: [network-partition] south-east-asia [cluster] rubis-phponly.php.php3.domain
[2016-01-07 09:25:07,426] [scaling] [network-partition] south-east-asia [cluster] rubis-phponly.php.php3.domain Algorithm name: one-after-another
[2016-01-07 09:25:07,427] HealthStatProc la rubis-phponly.php.php3.domain rubis-phponly-3 105.0 1.2613419 -0.14987087 77.05412645917386
[2016-01-07 09:25:07,427] HealthStatProc mc rubis-phponly.php.php3.domain rubis-phponly-3 36.35 0.0 -0.001569705 28.976285934448242
[2016-01-07 09:25:07,427] HealthStatProc rif rubis-phponly.php.php3.domain rubis-phponly-3 0.0 0.0 0.0 0.0
[2016-01-07 09:25:07,428] HealthStatProc count rubis-phponly.php.php3.domain rubis-phponly-3 2
[2016-01-07 09:25:07,428] [scaling] [cluster] rubis-phponly.php.php3.domain RIF Resetted?: true
[2016-01-07 09:25:07,428] [scaling] [cluster] rubis-phponly.php.php3.domain RIF predicted value: 0.0
[2016-01-07 09:25:07,428] [scaling] [cluster] rubis-phponly.php.php3.domain RIF threshold: 100.0
[2016-01-07 09:25:07,428] [scaling] [cluster] rubis-phponly.php.php3.domain MC predicted value: 28.976285934448242
[2016-01-07 09:25:07,428] [scaling] [cluster] rubis-phponly.php.php3.domain MC threshold: 80.0
