6.3,5.5,4.76,5.04,6.03,4.51,3.27,6.27,4.52,4.58
5.5,4.76,5.04,6.03,4.51,3.27,6.27,4.52,4.58,4.52
4.76,5.04,6.03,4.51,3.27,6.27,4.52,4.58,4.52,3.51
5.04,6.03,4.51,3.27,6.27,4.52,4.58,4.52,3.51,2.74
6.03,4.51,3.27,6.27,4.52,4.58,4.52,3.51,2.74,2.53
4.51,3.27,6.27,4.52,4.58,4.52,3.51,2.74,2.53,4.76
3.27,6.27,4.52,4.58,4.52,3.51,2.74,2.53,4.76,5.51
6.27,4.52,4.58,4.52,3.51,2.74,2.53,4.76,5.51,4.26
4.52,4.58,4.52,3.51,2.74,2.53,4.76,5.51,4.26,3.99
4.58,4.52,3.51,2.74,2.53,4.76,5.51,4.26,3.99,3.26
4.52,3.51,2.74,2.53,4.76,5.51,4.26,3.99,3.26,2.53
3.51,2.74,2.53,4.76,5.51,4.26,3.99,3.26,2.53,3.25
2.74,2.53,4.76,5.51,4.26,3.99,3.26,2.53,3.25,3.01
2.53,4.76,5.51,4.26,3.99,3.26,2.53,3.25,3.01,5.01
4.76,5.51,4.26,3.99,3.26,2.53,3.25,3.01,5.01,2.26
5.51,4.26,3.99,3.26,2.53,3.25,3.01,5.01,2.26,2.51
4.26,3.99,3.26,2.53,3.25,3.01,5.01,2.26,2.51,2.75
3.99,3.26,2.53,3.25,3.01,5.01,2.26,2.51,2.75,3.27
3.26,2.53,3.25,3.01,5.01,2.26,2.51,2.75,3.27,2.26
2.53,3.25,3.01,5.01,2.26,2.51,2.75,3.27,2.26,2.49
3.25,3.01,5.01,2.26,2.51,2.75,3.27,2.26,2.49,2.51
3.01,5.01,2.26,2.51,2.75,3.27,2.26,2.49,2.51,2.51
5.01,2.26,2.51,2.75,3.27,2.26,2.49,2.51,2.51,1.75
2.26,2.51,2.75,3.27,2.26,2.49,2.51,2.51,1.75,1.75
2.51,2.75,3.27,2.26,2.49,2.51,2.51,1.75,1.75,1.5
2.75,3.27,2.26,2.49,2.51,2.51,1.75,1.75,1.5,1.26
3.27,2.26,2.49,2.51,2.51,1.75,1.75,1.5,1.26,1.5
2.26,2.49,2.51,2.51,1.75,1.75,1.5,1.26,1.5,1.5
2.49,2.51,2.51,1.75,1.75,1.5,1.26,1.5,1.5,1.25
2.51,2.51,1.75,1.75,1.5,1.26,1.5,1.5,1.25,1.25
2.51,1.75,1.75,1.5,1.26,1.5,1.5,1.25,1.25,1.5
1.75,1.75,1.5,1.26,1.5,1.5,1.25,1.25,1.5,1.25
1.75,1.5,1.26,1.5,1.5,1.25,1.25,1.5,1.25,1.75
1.5,1.26,1.5,1.5,1.25,1.25,1.5,1.25,1.75,1.5
1.26,1.5,1.5,1.25,1.25,1.5,1.25,1.75,1.5,1.25
1.5,1.5,1.25,1.25,1.5,1.25,1.75,1.5,1.25,2
1.5,,,,,,,,,
1.25,,,,,,,,,
1.25,,,,,,,,,
1.5,,,,,,,,,
1.25,,,,,,,,,
1.75,,,,,,,,,
1.5,,,,,,,,,
1.25,,,,,,,,,
2,,,,,,,,,
